timestamp,subcarrier01_mag,subcarrier01_ang,subcarrier02_mag,subcarrier02_ang,subcarrier03_mag,subcarrier03_ang,subcarrier04_mag,subcarrier04_ang,subcarrier05_mag,subcarrier05_ang,subcarrier06_mag,subcarrier06_ang,subcarrier07_mag,subcarrier07_ang,subcarrier08_mag,subcarrier08_ang,subcarrier09_mag,subcarrier09_ang,subcarrier10_mag,subcarrier10_ang,subcarrier11_mag,subcarrier11_ang,subcarrier12_mag,subcarrier12_ang,subcarrier13_mag,subcarrier13_ang,subcarrier14_mag,subcarrier14_ang,subcarrier15_mag,subcarrier15_ang,subcarrier16_mag,subcarrier16_ang,subcarrier17_mag,subcarrier17_ang,subcarrier18_mag,subcarrier18_ang,subcarrier19_mag,subcarrier19_ang,subcarrier20_mag,subcarrier20_ang,subcarrier21_mag,subcarrier21_ang,subcarrier22_mag,subcarrier22_ang,subcarrier23_mag,subcarrier23_ang,subcarrier24_mag,subcarrier24_ang,subcarrier25_mag,subcarrier25_ang,subcarrier26_mag,subcarrier26_ang,subcarrier27_mag,subcarrier27_ang,subcarrier28_mag,subcarrier28_ang,subcarrier29_mag,subcarrier29_ang,subcarrier30_mag,subcarrier30_ang,subcarrier31_mag,subcarrier31_ang,subcarrier32_mag,subcarrier32_ang,subcarrier33_mag,subcarrier33_ang,subcarrier34_mag,subcarrier34_ang,subcarrier35_mag,subcarrier35_ang,subcarrier36_mag,subcarrier36_ang,subcarrier37_mag,subcarrier37_ang,subcarrier38_mag,subcarrier38_ang,subcarrier39_mag,subcarrier39_ang,subcarrier40_mag,subcarrier40_ang,subcarrier41_mag,subcarrier41_ang,subcarrier42_mag,subcarrier42_ang,subcarrier43_mag,subcarrier43_ang,subcarrier44_mag,subcarrier44_ang,subcarrier45_mag,subcarrier45_ang,subcarrier46_mag,subcarrier46_ang,subcarrier47_mag,subcarrier47_ang,subcarrier48_mag,subcarrier48_ang,subcarrier49_mag,subcarrier49_ang,subcarrier50_mag,subcarrier50_ang,subcarrier51_mag,subcarrier51_ang,subcarrier52_mag,subcarrier52_ang,subcarrier53_mag,subcarrier53_ang,subcarrier54_mag,subcarrier54_ang,subcarrier55_mag,subcarrier55_ang,subcarrier56_mag,subcarrier56_ang,subcarrier57_mag,subcarrier57_ang,subcarrier58_mag,subcarrier58_ang,subcarrier59_mag,subcarrier59_ang,subcarrier60_mag,subcarrier60_ang,subcarrier61_mag,subcarrier61_ang,subcarrier62_mag,subcarrier62_ang,subcarrier63_mag,subcarrier63_ang,subcarrier64_mag,subcarrier64_ang,head_x,head_y,head_z,chest_x,chest_y,chest_z,left_elbow_x,left_elbow_y,left_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_elbow_x,right_elbow_y,right_elbow_z,right_hand_x,right_hand_y,right_hand_z,hip_x,hip_y,hip_z,left_knee_x,left_knee_y,left_knee_z,left_foot_x,left_foot_y,left_foot_z,right_knee_x,right_knee_y,right_knee_z,right_foot_x,right_foot_y,right_foot_z
806.266,97,2,0,0,0,0,25,3,24,2,23,2,22,2,21,2,21,2,19,2,18,2,17,3,16,3,14,3,13,3,12,-3,0,0,10,-3,10,-2,10,-2,8,-2,7,-2,7,-2,6,-2,6,-2,6,-2,5,-2,5,-2,5,-2,5,3,0,0,0,0,1,-2,13,-1,13,-1,13,-1,14,-2,15,-1,17,-1,18,-1,18,-1,19,-1,21,-1,23,-1,23,-1,24,-1,26,-1,28,-1,29,-1,30,-1,32,-1,34,-1,35,-1,38,-1,39,-1,41,-1,43,-1,44,-1,46,-1,46,-1,47,-1,48,-1,1,-2,0,0,0.6825350821018219,0.5586056709289551,-1.6431394219398499,0.5929030925035477,0.9308216273784637,-1.0871891677379608,0.9376495480537415,1.4494479894638062,-0.3156377971172333,0.8986638188362122,1.8706529140472412,-0.5749396681785583,0.1504620611667633,1.4764331579208374,-0.9948099255561829,0.2039795219898224,1.935499668121338,-1.391093134880066,0.5758567750453949,1.8908630013465881,0.002495231106877327,0.7421426773071289,2.718022584915161,0.13319262862205505,0.7099920511245728,3.448946475982666,1.1610045433044434,0.39828139543533325,2.7116823196411133,0.02751094475388527,0.39169952273368835,3.4208950996398926,0.7931109666824341
806.319,97,2,0,0,0,0,25,-2,25,-2,24,-2,22,-2,22,-2,21,-2,19,-2,18,-2,17,-2,16,-2,15,-2,13,-2,13,-2,0,0,10,-2,10,-2,9,-1,9,-1,7,-1,7,-1,7,-1,6,-2,6,-2,6,-2,5,-2,5,-2,6,-2,0,0,0,0,1,-1,12,-1,13,-1,13,-1,14,-1,15,-1,16,-1,18,-1,17,-1,18,-1,20,0,22,0,22,0,23,0,26,0,26,0,28,0,30,0,31,0,32,0,34,0,38,0,38,0,39,0,42,0,43,0,45,0,44,0,45,0,48,0,1,-1,0,0,0.6852336227893829,0.5587039291858673,-1.5941126942634583,0.5958876460790634,0.9306253492832184,-1.0579023659229279,0.9375222325325012,1.4415487051010132,-0.27636390924453735,0.9061185717582703,1.8545664548873901,-0.48920053243637085,0.14989569783210754,1.4762145280838013,-0.9889625310897827,0.20353364944458008,1.9361110925674438,-1.3936201333999634,0.5751550942659378,1.8898932933807373,0.002491842955350876,0.7400885820388794,2.7177252769470215,0.10428468883037567,0.709099531173706,3.4495773315429688,1.060939073562622,0.39765235781669617,2.7116734981536865,-0.008339538238942623,0.3913148045539856,3.42112398147583,0.7063344717025757
806.361,97,2,0,0,0,0,22,2,21,2,21,2,19,2,19,2,18,2,17,2,15,2,14,2,14,2,13,2,11,2,10,2,0,0,9,2,9,3,8,3,8,3,7,3,7,3,7,3,6,3,6,3,5,2,5,2,5,3,4,2,0,0,0,0,1,-2,11,-2,12,-2,13,-2,12,-2,14,-2,15,-2,15,-2,17,-2,18,-2,19,-2,19,-2,21,-2,21,-1,22,-1,25,-1,26,-1,26,-1,28,-1,30,-1,32,-1,33,-1,35,-1,38,-1,39,-1,39,-1,41,-1,41,-1,42,-1,42,-1,0,0,0,0,0.685751885175705,0.5591303706169128,-1.6107958555221558,0.5958293378353119,0.9313125908374786,-1.0588480830192566,0.9366127848625183,1.4428578615188599,-0.3087920546531677,0.9059730768203735,1.856335997581482,-0.5523754954338074,0.15112806856632233,1.502005696296692,-1.0199229717254639,0.20988810062408447,1.9467500448226929,-1.3949850797653198,0.5764892846345901,1.8928442597389221,0.002523330971598625,0.7437059283256531,2.7225301265716553,0.10347236692905426,0.7172868251800537,3.4586904048919678,1.080100655555725,0.40538325905799866,2.7179036140441895,-0.02729596570134163,0.40126362442970276,3.43198823928833,0.7057317495346069
806.402,97,2,0,0,0,0,25,0,23,0,22,0,22,0,20,0,20,0,18,0,17,0,17,0,15,0,13,0,13,0,12,0,0,0,10,0,9,0,8,0,8,0,7,0,7,0,6,0,6,0,6,0,5,0,4,0,5,0,5,0,0,0,0,0,1,-2,10,0,14,0,12,0,12,0,14,0,14,0,15,0,16,0,17,0,19,0,21,1,21,1,22,1,22,1,25,1,28,1,27,1,29,1,31,1,34,1,35,1,37,1,41,1,42,1,42,1,44,1,43,1,45,1,45,1,1,-2,0,0,0.6912330687046051,0.5596230924129486,-1.5074945092201233,0.596945583820343,0.9299677312374115,-0.9707966148853302,0.945565402507782,1.4378447532653809,-0.3204309940338135,0.920758843421936,1.851787805557251,-0.7156840562820435,0.1509922593832016,1.4992045164108276,-0.9248042106628418,0.2093883752822876,1.946048378944397,-1.3189003467559814,0.5767318308353424,1.8918039202690125,0.0025360621511936188,0.7435402274131775,2.7222325801849365,0.08123920857906342,0.7166732549667358,3.4587137699127197,1.0508607625961304,0.4043481945991516,2.7179532051086426,0.010803932324051857,0.40081262588500977,3.432555675506592,0.7564221024513245
806.445,97,2,0,0,0,0,29,-1,29,-1,28,-1,26,-1,24,-1,24,-1,23,-1,22,-1,20,-1,19,-1,17,-1,15,-1,14,-1,0,0,12,-1,11,-1,10,-1,9,-1,9,-1,8,-1,8,-1,7,-1,7,-1,6,-1,6,-1,6,-1,6,-1,0,0,0,0,1,-2,13,0,14,0,14,0,15,0,16,0,17,0,19,0,20,0,21,0,23,0,24,0,24,0,25,0,26,0,28,0,31,0,31,0,32,0,36,0,36,0,39,0,41,0,44,0,46,0,46,0,47,0,49,0,49,0,52,0,1,-2,1,-2,0.6946435272693634,0.5597303807735443,-1.4887003302574158,0.5972165018320084,0.9297159910202026,-0.9516887366771698,0.9491041302680969,1.4384829998016357,-0.3601122200489044,0.9277262687683105,1.8499395847320557,-0.817670464515686,0.14681310951709747,1.49769127368927,-0.9008467793464661,0.19771087169647217,1.9456509351730347,-1.3204357624053955,0.5761636197566986,1.891584575176239,0.0027411729097366333,0.740524411201477,2.7218518257141113,0.03494371473789215,0.7145148515701294,3.4584012031555176,1.027772068977356,0.40381741523742676,2.7173755168914795,0.003325412515550852,0.4006788730621338,3.431866407394409,0.7475119829177856
806.487,97,2,0,0,0,0,29,0,28,0,27,0,25,0,24,0,23,0,21,0,20,0,19,0,16,0,16,0,14,0,13,0,0,0,12,0,10,0,10,1,8,1,8,1,7,1,7,1,7,1,6,1,5,1,5,1,5,1,5,0,0,0,0,0,1,-2,12,2,14,2,15,2,15,2,16,2,17,2,18,2,20,2,21,2,22,2,24,2,25,2,25,2,27,2,29,2,32,2,32,2,34,2,35,2,38,2,41,2,42,2,44,2,47,2,47,2,49,2,50,2,49,2,52,2,1,-2,0,0,0.6990342438220978,0.5585901737213135,-1.4520298838615417,0.5971596986055374,0.9290700256824493,-0.9565063416957855,0.9509104490280151,1.4389618635177612,-0.39219892024993896,0.9322512745857239,1.8509196043014526,-0.7972326278686523,0.14088338613510132,1.5022385120391846,-0.9142319560050964,0.19376857578754425,1.9481624364852905,-1.3073238134384155,0.5760517120361328,1.8914722204208374,0.0027535827830433846,0.740299642086029,2.721669912338257,0.12627889215946198,0.7141942977905273,3.458181619644165,1.1493631601333618,0.40351223945617676,2.717334032058716,0.0861022025346756,0.40082040429115295,3.4304187297821045,0.8656972050666809
806.529,97,2,0,0,0,0,30,-2,31,-2,30,-2,27,-2,26,-2,24,-2,23,-2,21,-2,20,-2,19,-2,17,-2,17,-2,15,-1,0,0,13,-1,12,-1,11,-1,11,-1,11,-1,9,-1,9,-1,9,-1,8,-1,8,-1,8,-1,7,-1,7,-1,0,0,0,0,1,-2,13,0,14,0,15,0,16,0,17,0,19,0,20,0,19,0,21,0,21,0,23,0,25,0,24,0,27,0,28,0,32,0,31,0,34,0,36,0,38,0,41,0,41,0,43,0,46,0,47,0,48,0,48,0,49,0,51,0,1,-2,0,0,0.7036829590797424,0.557746946811676,-1.5347639918327332,0.5973445028066635,0.9282779395580292,-1.059281975030899,0.9520063400268555,1.4378381967544556,-0.3917509913444519,0.9350789785385132,1.8426498174667358,-0.5457019805908203,0.14057692885398865,1.5075091123580933,-1.0568006038665771,0.19369807839393616,1.9483798742294312,-1.327177882194519,0.5744056403636932,1.890507161617279,0.0025626132264733315,0.7361709475517273,2.721499443054199,0.172430157661438,0.7116568684577942,3.4579102993011475,1.1485049724578857,0.4018365442752838,2.7159926891326904,0.014744797721505165,0.3990074396133423,3.4277331829071045,0.7545259594917297
806.582,97,2,0,0,0,0,23,0,22,0,21,0,21,0,20,0,19,0,18,0,17,0,16,0,14,0,14,0,12,0,11,0,0,0,10,0,9,0,8,0,7,0,7,0,7,0,6,0,6,0,5,0,5,0,5,0,5,0,5,0,0,0,0,0,1,-2,12,1,12,1,13,1,13,1,13,1,14,1,15,1,16,1,17,1,18,1,19,1,20,1,20,1,21,1,23,1,25,1,25,1,27,1,29,1,30,2,33,2,34,2,35,2,38,2,38,2,39,2,39,1,39,2,42,1,0,0,1,-2,0.7071154117584229,0.55454421043396,-1.5678954124450684,0.5986316800117493,0.9262553751468658,-1.0680304169654846,0.9604026079177856,1.4383121728897095,-0.4393247663974762,0.9442887306213379,1.8483134508132935,-0.7272666692733765,0.1406325399875641,1.507677674293518,-1.0554838180541992,0.19720694422721863,1.9479724168777466,-1.3730403184890747,0.5746050179004669,1.8880414962768555,0.002603289671242237,0.7363743185997009,2.7210476398468018,0.17151015996932983,0.7118210792541504,3.457735300064087,1.1874604225158691,0.4016399383544922,2.71392822265625,-0.011855317279696465,0.3997448682785034,3.4271585941314697,0.7658984065055847
806.626,97,2,0,0,0,0,30,1,30,1,28,1,26,1,25,1,24,1,23,1,21,1,19,1,19,1,17,1,16,1,15,1,0,0,13,1,12,1,11,1,10,1,9,1,8,2,8,2,8,2,8,2,8,2,7,2,7,1,6,2,0,0,0,0,1,-2,15,-2,16,-2,17,-3,17,-2,18,-2,20,-2,19,-2,21,-2,21,-2,23,-2,23,-2,24,-2,26,-2,28,-2,29,-2,30,-2,32,-2,34,-2,36,-2,38,-2,40,-2,41,-2,43,-2,46,-2,46,-2,48,-2,48,-2,49,-2,51,-2,1,-2,1,-2,0.7103508114814758,0.5499637126922607,-1.4916836023330688,0.5995767265558243,0.9254363775253296,-1.0402279496192932,0.9592419862747192,1.4402365684509277,-0.41585302352905273,0.9437804222106934,1.8485119342803955,-0.6830294132232666,0.13820293545722961,1.5067678689956665,-1.041460633277893,0.19718490540981293,1.9443249702453613,-1.3698278665542603,0.5710842609405518,1.887030005455017,0.0026526441797614098,0.7290324568748474,2.7206757068634033,0.21538767218589783,0.700079083442688,3.4568374156951904,1.2868807315826416,0.3909522294998169,2.712829113006592,0.10286722332239151,0.3896503448486328,3.421567678451538,0.9456389546394348
806.688,97,2,0,0,0,0,31,-1,30,-1,29,-1,27,-1,26,-1,25,-1,24,-1,23,-1,21,-1,20,-1,18,-1,16,-1,16,-1,0,0,14,-1,13,-1,13,-1,12,-1,11,-1,10,-1,10,-1,10,-1,9,-1,9,-1,8,-1,8,-1,8,-1,0,0,0,0,1,-2,15,0,15,0,15,0,16,0,17,0,18,0,19,0,20,0,20,0,21,0,23,0,25,0,24,0,26,0,27,0,29,0,30,0,32,0,35,0,37,0,38,0,40,0,43,0,45,0,46,0,47,0,47,0,48,0,50,0,1,-2,0,0,0.7147297859191895,0.5498583912849426,-1.5067179203033447,0.6004790216684341,0.9249889850616455,-1.0366137027740479,0.9604614973068237,1.4405262470245361,-0.46662434935569763,0.9518471956253052,1.8303265571594238,-0.878311276435852,0.14310896396636963,1.5160778760910034,-1.0545800924301147,0.20258918404579163,1.9515868425369263,-1.418897271156311,0.5710858553647995,1.8870097994804382,0.002684297040104866,0.7285594344139099,2.7206716537475586,0.19117990136146545,0.6990703344345093,3.456855535507202,1.245606541633606,0.3909543454647064,2.712892770767212,0.0687834620475769,0.38953328132629395,3.4214634895324707,0.9215815663337708
806.73,97,2,0,0,0,0,32,-2,32,-2,29,-2,28,-2,26,-2,25,-2,24,-2,22,-2,21,-2,19,-2,19,-2,17,-2,16,-2,0,0,14,-2,13,-2,13,-2,12,-2,11,-2,11,-2,9,-1,9,-1,9,-1,8,-2,8,-2,8,-2,8,-2,0,0,0,0,1,-2,15,0,16,0,16,0,17,0,17,0,20,0,19,0,20,0,21,0,21,0,22,0,24,0,25,0,27,0,27,0,30,0,30,0,33,0,35,0,36,0,39,0,39,0,41,0,44,0,45,0,47,0,46,0,47,0,49,0,1,-2,0,0,0.7151903212070465,0.5500500202178955,-1.5272512435913086,0.6006911098957062,0.9253551959991455,-1.0511670410633087,0.959783673286438,1.4559966325759888,-0.45748621225357056,0.9510934948921204,1.872825264930725,-0.8562272191047668,0.14276674389839172,1.5196655988693237,-1.0869778394699097,0.20149151980876923,1.9578405618667603,-1.4255473613739014,0.5708966255187988,1.887860894203186,0.0027138576842844486,0.7286497354507446,2.722048282623291,0.24334962666034698,0.699663519859314,3.4575088024139404,1.3229339122772217,0.39093759655952454,2.7157886028289795,0.09007515758275986,0.38989198207855225,3.4221746921539307,0.9417905807495117
806.771,97,2,0,0,0,0,24,3,24,3,23,3,22,3,21,2,20,2,18,2,17,2,16,3,15,3,14,2,14,3,13,3,0,0,11,-3,11,-3,10,-3,9,-3,9,-2,8,-2,8,-3,8,-2,8,-3,7,-2,7,-2,6,-2,7,-2,0,0,0,0,1,-2,14,-1,14,-1,15,-1,16,-1,15,-1,16,-1,16,-1,18,-1,18,-1,18,-1,20,-1,21,-1,22,-1,24,-1,24,-1,26,-1,27,-1,28,-1,30,-1,31,-1,33,-1,34,-1,36,-1,37,-1,37,-1,40,-1,40,-1,40,-1,42,-1,0,0,0,0,0.7154995799064636,0.5500226616859436,-1.487851858139038,0.6035661399364471,0.9259910583496094,-1.0001206994056702,0.9630869626998901,1.4577866792678833,-0.4543442726135254,0.953839123249054,1.8721274137496948,-0.8437164425849915,0.14259850978851318,1.5184329748153687,-0.980373740196228,0.20046794414520264,1.957685112953186,-1.352595567703247,0.5743418335914612,1.8910430669784546,0.002655389253050089,0.7337948083877563,2.724719524383545,0.22657664120197296,0.7078231573104858,3.4583380222320557,1.318802833557129,0.39397186040878296,2.718195915222168,0.10160668939352036,0.39563748240470886,3.423055410385132,0.9612574577331543
806.813,97,2,0,0,0,0,23,-1,23,-1,22,-1,20,-1,20,-1,19,-1,18,-1,17,-1,16,-1,15,-1,14,-1,12,-1,12,-1,0,0,10,-1,10,-1,10,-1,9,-1,9,-1,8,0,7,0,7,0,7,0,7,0,6,0,6,0,6,-1,0,0,0,0,1,-2,13,0,13,0,14,0,14,0,14,0,15,0,16,0,16,0,18,0,18,0,19,0,19,0,21,0,21,0,23,0,24,0,25,0,26,1,28,1,30,1,31,1,32,1,34,1,35,1,38,1,38,1,38,1,38,1,40,1,0,0,1,-2,0.7157816290855408,0.5499826669692993,-1.4717490673065186,0.6047543734312057,0.9267487823963165,-0.9803286790847778,0.9674943089485168,1.4577090740203857,-0.4341481328010559,0.9544127583503723,1.8730740547180176,-0.8187354803085327,0.1381179392337799,1.5169012546539307,-0.9781461954116821,0.19622458517551422,1.957502007484436,-1.3531758785247803,0.5756023824214935,1.9000996947288513,0.0026969737373292446,0.7338663935661316,2.7346625328063965,0.23517243564128876,0.7077603340148926,3.466729164123535,1.3129712343215942,0.393618643283844,2.728318452835083,0.11166112124919891,0.3950430750846863,3.429953098297119,0.9562470316886902
806.845,97,2,0,0,0,0,29,-2,28,-2,27,-2,27,-2,25,-2,25,-2,23,-2,22,-2,20,-2,19,-2,18,-2,16,-2,16,-2,0,0,13,-2,13,-1,12,-1,12,-1,10,-1,10,-1,10,-1,10,-1,9,-1,9,-1,8,-1,8,-1,8,-2,0,0,0,0,1,-2,17,0,18,0,18,0,18,0,19,0,20,0,20,0,21,0,21,0,24,0,24,0,25,0,26,0,27,0,28,0,31,0,31,0,33,0,34,0,37,0,40,0,40,0,42,0,45,0,45,0,46,0,47,0,47,0,50,0,1,-2,1,-2,0.716682493686676,0.5499854683876038,-1.4763081669807434,0.6046034693717957,0.9266752898693085,-0.9838294982910156,0.9658096432685852,1.4586013555526733,-0.4199475347995758,0.9453385472297668,1.8833411931991577,-0.8093348741531372,0.13812634348869324,1.5116088390350342,-0.9797815084457397,0.19589489698410034,1.9556008577346802,-1.3537142276763916,0.5740571320056915,1.900109350681305,0.0027143792249262333,0.7254390716552734,2.7346010208129883,0.22793324291706085,0.692918598651886,3.466488838195801,1.3032653331756592,0.3847828805446625,2.7279937267303467,0.11176030337810516,0.38217929005622864,3.4297566413879395,0.950843334197998
806.898,97,2,0,0,0,0,29,2,28,2,27,2,25,2,24,2,23,2,22,1,21,2,19,2,18,2,17,2,15,2,15,2,0,0,12,2,12,2,12,2,11,2,10,2,10,2,10,2,9,2,9,2,8,2,8,2,8,2,8,2,0,0,0,0,1,-2,17,-2,16,-2,19,-2,19,-2,21,-2,21,-2,21,-2,22,-2,23,-2,24,-2,24,-2,26,-2,27,-2,29,-2,29,-2,31,-1,33,-1,35,-1,35,-1,38,-1,40,-1,40,-1,42,-1,44,-1,45,-1,47,-1,48,-1,48,-1,49,-1,1,-2,0,0,0.7168089747428894,0.5500025451183319,-1.444999098777771,0.604502335190773,0.9262523353099823,-0.9682489037513733,0.960771918296814,1.4587833881378174,-0.3797563910484314,0.9382632374763489,1.8871654272079468,-0.7048810720443726,0.1381482183933258,1.5080119371414185,-0.9657670855522156,0.19531764090061188,1.9545702934265137,-1.3131263256072998,0.5747444033622742,1.9000092148780823,0.0027298880741000175,0.725537896156311,2.7335386276245117,0.2215767353773117,0.6942838430404663,3.466054677963257,1.2493199110031128,0.3854833245277405,2.72780704498291,0.11441793292760849,0.3861246109008789,3.429615020751953,0.9357364773750305
806.941,97,2,0,0,0,0,22,-1,23,-1,21,-1,20,-1,19,-1,19,-1,18,-1,17,-1,16,-1,15,-1,14,-1,13,-1,12,-1,0,0,10,-1,10,0,9,-1,8,0,8,0,8,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0,0,0,1,-2,13,0,13,0,13,0,14,0,14,0,15,0,16,0,17,0,17,0,18,0,18,0,20,0,21,0,21,0,23,0,24,0,25,0,26,0,29,1,30,1,32,1,33,1,34,1,35,1,36,1,38,1,39,1,39,1,39,0,1,-2,0,0,0.7172572016716003,0.5499623119831085,-1.5141196250915527,0.6044251024723053,0.9261080026626587,-1.0183876156806946,0.9611579179763794,1.458746075630188,-0.40112853050231934,0.9373617172241211,1.8864209651947021,-0.7439493536949158,0.1389995664358139,1.5082290172576904,-1.0144351720809937,0.19724473357200623,1.954187273979187,-1.3555341958999634,0.5747551620006561,1.8999446034431458,0.0027348469011485577,0.7257125377655029,2.733386993408203,0.22248384356498718,0.6940837502479553,3.4659066200256348,1.29051673412323,0.38560470938682556,2.7276225090026855,0.11740066856145859,0.3854824900627136,3.4293291568756104,0.9563006162643433
807.003,97,2,0,0,0,0,23,0,22,0,21,0,21,0,19,0,19,0,18,0,16,0,15,0,14,0,14,0,12,0,12,0,0,0,10,0,10,0,9,0,9,0,8,0,8,0,8,0,7,0,6,0,6,0,7,0,6,0,5,0,0,0,0,0,1,-2,12,0,13,0,13,0,14,0,14,0,14,0,16,0,17,0,17,0,17,0,19,0,20,0,20,1,21,1,22,1,25,1,25,1,27,1,29,1,30,1,30,1,33,1,36,1,36,1,37,1,40,1,36,1,40,1,39,1,0,0,0,0,0.7176170647144318,0.5493071377277374,-1.4545091390609741,0.6042792499065399,0.9260174334049225,-1.002599686384201,0.9610604047775269,1.4586641788482666,-0.31193870306015015,0.9370230436325073,1.9090638160705566,-0.47822803258895874,0.14058105647563934,1.5080772638320923,-1.0553765296936035,0.1973990648984909,1.954042673110962,-1.355460524559021,0.5762778073549271,1.9003296494483948,0.0025450054090470076,0.726260781288147,2.7330260276794434,0.25740116834640503,0.695290207862854,3.4657647609710693,1.3041608333587646,0.38626164197921753,2.728585720062256,0.11969874054193497,0.3876993954181671,3.4299402236938477,0.94776451587677
807.045,97,2,0,0,0,0,24,-2,23,-3,23,-3,21,-3,21,-3,20,-3,18,-3,17,3,16,-3,15,-3,14,-3,14,-3,13,-2,0,0,11,-2,10,-2,10,-2,9,-2,9,-2,8,-2,7,-2,7,-2,7,-2,7,-2,7,-2,7,-2,7,-2,0,0,0,0,1,-2,15,-1,15,-1,15,-1,15,-1,15,-1,17,-1,17,-1,18,-1,19,-1,20,-1,21,-1,20,-1,21,-1,23,-1,24,-1,26,-1,26,-1,27,-1,29,-1,30,-1,33,-1,33,-1,34,-1,36,-1,38,-1,39,-1,38,-1,40,-1,41,-1,0,0,1,-2,0.7179778218269348,0.5492458939552307,-1.5144790410995483,0.605210542678833,0.9255889654159546,-1.0208016633987427,0.9610006213188171,1.4531878232955933,-0.301693856716156,0.9364141225814819,1.899603009223938,-0.5385516881942749,0.14493213593959808,1.498343586921692,-1.0632752180099487,0.20204761624336243,1.939584732055664,-1.3952783346176147,0.5774395912885666,1.8987022042274475,0.0025758729316294193,0.7292123436927795,2.7304728031158447,0.25274890661239624,0.6988542079925537,3.4641506671905518,1.3025349378585815,0.3905900716781616,2.7266268730163574,0.09857615828514099,0.39201194047927856,3.4287607669830322,0.9107793569564819
807.087,97,2,0,0,0,0,24,0,24,0,24,0,22,0,21,0,20,0,19,0,18,0,16,0,16,0,14,0,14,0,12,0,0,0,11,0,10,0,9,0,9,0,9,0,8,0,7,0,7,0,6,0,6,0,6,0,6,0,7,0,0,0,0,0,1,-1,13,1,13,1,13,1,15,1,15,1,16,1,16,1,17,1,18,1,19,1,20,1,21,1,22,1,23,1,25,1,27,1,28,1,30,1,31,1,33,1,35,1,36,1,38,1,39,1,40,1,41,1,42,1,43,1,44,1,1,-1,1,-1,0.7178799510002136,0.5479966104030609,-1.5144029259681702,0.6048994064331055,0.9246363341808319,-1.028392642736435,0.9586504697799683,1.4490034580230713,-0.25939130783081055,0.9307423830032349,1.8919005393981934,-0.38159477710723877,0.14433883130550385,1.496222972869873,-1.0809054374694824,0.20574931800365448,1.9315391778945923,-1.3911144733428955,0.5748771876096725,1.8931131958961487,0.002573773846961558,0.7288143038749695,2.7244322299957275,0.24306711554527283,0.698488712310791,3.460900068283081,1.2984023094177246,0.3904302716255188,2.7236223220825195,0.0995449423789978,0.39186030626296997,3.4266912937164307,0.9053745269775391
807.118,97,2,0,0,0,0,26,3,24,3,23,3,22,3,22,3,21,2,19,2,19,3,18,3,16,3,15,3,14,3,14,3,0,0,12,-3,11,-2,11,-2,10,-2,9,-2,9,-2,8,-2,8,-2,8,-2,7,-2,7,-2,7,-2,7,-2,0,0,0,0,1,-2,15,-1,15,-1,16,-1,16,-1,17,-1,18,-1,19,-1,20,-1,20,-1,22,-1,22,-1,23,-1,24,-1,24,-1,26,-1,27,-1,28,-1,29,-1,33,-1,33,-1,35,-1,36,-1,39,-1,41,-1,43,-1,43,-1,42,-1,45,-1,45,-1,1,-2,0,0,0.7179631888866425,0.5470802187919617,-1.5127002000808716,0.6040051281452179,0.9241154789924622,-1.026979237794876,0.9506656527519226,1.44936203956604,-0.2714023292064667,0.9165881276130676,1.891295313835144,-0.4704490303993225,0.14348533749580383,1.4894404411315918,-1.078571081161499,0.20567849278450012,1.9301406145095825,-1.4042184352874756,0.5709150433540344,1.893200933933258,0.00257683452218771,0.7205978631973267,2.725181818008423,0.24630418419837952,0.6847885847091675,3.4611358642578125,1.320816993713379,0.3827610909938812,2.723308563232422,0.1018654927611351,0.3776378333568573,3.425978660583496,0.9342774152755737
807.171,97,2,0,0,0,0,24,0,24,0,22,0,21,0,21,0,20,0,19,0,16,0,17,0,14,0,13,0,13,0,12,0,0,0,10,0,9,0,8,0,8,0,8,0,7,0,7,0,7,0,6,0,6,0,5,0,5,0,5,0,0,0,0,0,1,-2,13,1,14,1,15,1,15,1,15,1,17,1,18,1,18,2,19,2,20,2,21,2,22,2,23,2,25,2,27,2,28,2,29,2,31,2,32,2,33,2,36,2,37,2,38,2,41,2,42,2,43,2,42,2,44,2,45,2,1,-2,0,0,0.7178914844989777,0.5456879436969757,-1.5100562572479248,0.6039646863937378,0.923567920923233,-1.0263250768184662,0.9481523633003235,1.4482496976852417,-0.22977975010871887,0.9153369665145874,1.880005121231079,-0.35129112005233765,0.14303655922412872,1.4865987300872803,-1.0817502737045288,0.20653095841407776,1.9247359037399292,-1.401386022567749,0.5709227025508881,1.8920413255691528,0.0025714360526762903,0.7214571833610535,2.722773790359497,0.24773052334785461,0.6871790289878845,3.4591941833496094,1.318468451499939,0.3835907578468323,2.7227838039398193,0.11314992606639862,0.38108187913894653,3.424607992172241,0.939566969871521
